732100026;212901972
540447813;732100026
732100026;580640389
509361189;732100026
212901972;855175248
212901972;598285180
212901972;665240423
212901972;880410299
732100026;502351145
732100026;697655182
212901972;771640146
212901972;819115466
212901972;535650464
212901972;661280450
212901972;830875299
212901972;633155203
212901972;517927977
212901972;506299934
212901972;1682670003
732100026;630820351
732100026;742310060
732100026;674311086
212901972;744690706
212901972;549070719
212901972;636359591
212901972;511751018
212901972;708602596
212901972;501515777
853760480;732100026
732100026;843545645
732100026;677731616
732100026;791095214
212901972;505777814
212901972;746410326
212901972;541250714
212901972;744705082
212901972;825015230
212901972;542100574
212901972;746290719
212901972;580255532
212901972;646690569
212901972;844505483
212901972;745750636
212901972;780955018
212901972;844570225
212901972;684780284
212901972;505225545
860465050;732100026
564586534;732100026
732100026;647430526
732100026;1401840292
732100026;563252081
732100026;595446062
732100026;703936317
732100026;700375522
675522873;732100026
212901972;747565261
212901972;501298881
212901972;551066710
212901972;745090246
212901972;855100533
627254441;1391481919
616350384;732100026
627254441;703936317
627254441;1342260271
627254441;749659041
769234777;732100026
732100026;877345466
732100026;675286048
732100026;827625303
732100026;506148429
1466250273;732100026
212901972;549242996
212901972;855575486
212901972;770705491
212901972;786980507
212901972;501482599
212901972;505934185
627254441;560066386
627254441;1357770516
627254441;1029092492
627254441;667808287
627254441;100001969967038
1075359475;732100026
535650464;769665121
562468626;703936317
732100026;651500161
732100026;561896079
732100026;504340826
732100026;599664326
732100026;1073406112
732100026;651195902
732100026;530065322
732100026;586623182
732100026;636353579
100001538497865;732100026
1466250273;1479420254
1466250273;749362789
1466250273;1107480118
1466250273;769624328
1466250273;764096616
212901972;746050532
212901972;745800477
212901972;629760646
627254441;510868826
627254441;600927363
627254441;652549128
627254441;527355783
510510111;732100026
732100026;521310159
732100026;1479420143
732100026;593269354
732100026;688148387
732100026;695015544
1466250273;1361490264
1466250273;835985103
1466250273;735217007
1466250273;510785389
1466250273;642992517
212901972;711383581
212901972;635795669
212901972;541686092
627254441;544411530
627254441;1607920759
627254441;1557240890
627254441;1851706593
502554366;732100026
732100026;707588297
732100026;860230353
732100026;501485259
1466250273;100905
1466250273;694830294
1466250273;636715886
212901972;515239411
212901972;639265065
212901972;839345362
212901972;872400706
212901972;502691942
627254441;531553417
634801413;732100026
838340313;732100026
732100026;579355172
732100026;616560125
732100026;600851
732100026;535510791
616909209;1466250273
769234777;100001354752331
1466250273;604372018
212901972;778028938
703936317;593032766
627254441;613138487
703936317;643854471
1479330065;732100026
1485090010;732100026
732100026;521766899
732100026;1479600343
732100026;504072048
732100026;902900260
732100026;1458150101
732100026;745465252
212901972;852790541
652549128;757755801
732100026;577798356
732100026;780865200
732100026;511118408
732100026;1192711307
732100026;671220298
549530210;732100026
212901972;829025031
212901972;603956180
749362789;1018018041
620722593;732100026
646640952;732100026
100002883949800;1391481919
1341750063;732100026
651146705;732100026
501458385;732100026
502093268;732100026
732100026;514403339
732100026;1368000219
212901972;596330029
769234777;644961055
1479330065;1261665078
1479330065;1354710495
732100026;501379112
732100026;576591366
732100026;1063140534
732100026;100000205922326
732100026;660435467
100001538497865;1370868451
212901972;551064280
695377187;549242996
401106;732100026
535536279;732100026
527565513;732100026
732100026;1058018679
732100026;501674477
732100026;502660483
212901972;577185150
671220298;502966134
671220298;519088783
671220298;1243590116
577833658;732100026
793230213;732100026
212901972;751885747
768515650;732100026
671220298;1096252428
1682670003;853700242
671220298;1380900119
556294438;1192711307
527625106;732100026
732100026;1380240349
660435467;1485090099
212901972;100001090533344
581850412;732100026
671220298;804935296
671220298;634297505
732100026;667930005
732100026;624578805
513272657;732100026
732100026;580450625
732100026;501432633
732100026;858365227
732100026;1800079282
212901972;610154482
502538156;732100026
546202073;732100026
732100026;1268534245
732100026;503739349
732100026;715141741
732100026;504669994
732100026;728885166
671220298;692796563
500682837;732100026
1479330065;732075413
732100026;667066348
856770084;732100026
1341750063;519249999
732100026;1100995779
732100026;564252477
576134148;600851
732100026;511244474
1391481919;706834602
501082078;732100026
732100026;502192868
732100026;741975120
1342260271;1470030330
618285718;732100026
732100026;540664887
732100026;505008092
1015334701;732100026
732100026;1384800065
100001952561577;732100026
1229130413;732100026
1485090010;737719570
218301305;732100026
528060335;732100026
732100026;513810218
501640041;501674477
732100026;690028967
1436797604;732100026
581911760;853760480
852035256;732100026
1229130361;732100026
671220298;517277584
212901972;540675088
732100026;564250125
732100026;100001516507107
212901972;883580187
732100026;100001712640497
732100026;813690401
502966134;1524946248
732100026;670945443
513485273;732100026
1388940999;549242996
1380240442;1354710495
811673653;732100026
1435473622;732100026
732100026;646760850
1141800777;732100026
601643629;212901972
1596788055;212901972
732100026;609884931
716316530;732100026
611090065;732100026
501220096;732100026
732100026;1127758094
212901972;1055577080
1381890119;732100026
732100026;540067993
732100026;796665276
506438170;504669994
1575940341;671220298
38402902;540664887
647654235;732100026
501983559;732100026
875660127;732100026
732100026;100001472641489
552920636;732100026
197800680;501983559
127100079;732100026
